0.04,2.00,5.00,2.00,1.00
0.08,2.02,5.00,2.02,1.00
0.12,2.04,5.00,2.04,1.00
0.17,2.06,5.00,2.06,1.00
0.21,2.08,5.00,2.08,1.00
0.25,2.10,5.00,2.10,1.00
0.29,2.13,5.00,2.13,1.00
0.33,2.15,5.00,2.15,1.00
0.38,2.17,5.00,2.17,1.00
0.42,2.19,5.00,2.19,1.00
0.46,2.21,5.00,2.21,1.00
0.50,2.23,5.00,2.23,1.00
0.54,2.25,5.00,2.25,1.00
0.58,2.27,5.00,2.27,1.00
0.62,2.29,5.00,2.29,1.00
0.67,2.31,5.00,2.31,1.00
0.71,2.33,5.00,2.33,1.00
0.75,2.35,5.00,2.35,1.00
0.79,2.38,5.00,2.38,1.00
0.83,2.40,5.00,2.40,1.00
0.88,2.42,5.00,2.42,1.00
0.92,2.44,5.00,2.44,1.00
0.96,2.46,5.00,2.46,1.00
1.00,2.48,5.00,2.48,1.00
1.04,2.50,5.00,2.50,1.00
1.08,2.52,5.00,2.52,1.00
1.12,2.54,5.00,2.54,1.00
1.17,2.56,5.00,2.56,1.00
1.21,2.58,5.00,2.58,1.00
1.25,2.60,5.00,2.60,1.00
1.29,2.63,5.00,2.63,1.00
1.33,2.65,5.00,2.65,1.00
1.38,2.67,5.00,2.67,1.00
1.42,2.69,5.00,2.69,1.00
1.46,2.71,5.00,2.71,1.00
1.50,2.73,5.00,2.73,1.00
1.54,2.75,5.00,2.75,1.00
1.58,2.77,5.00,2.77,1.00
1.62,2.79,5.00,2.79,1.00
1.67,2.81,5.00,2.81,1.00
1.71,2.83,5.00,2.83,1.00
1.75,2.85,5.00,2.85,1.00
1.79,2.88,5.00,2.88,1.00
1.83,2.90,5.00,2.90,1.00
1.88,2.92,5.00,2.92,1.00
1.92,2.94,5.00,2.94,1.00
1.96,2.96,5.00,2.96,1.00
2.00,2.98,5.00,2.98,1.00
2.04,3.00,5.00,3.00,1.00
2.08,3.02,5.00,3.02,1.00
2.12,3.04,5.00,3.04,1.00
2.17,3.06,5.00,3.06,1.00
2.21,3.08,5.00,3.08,1.00
2.25,3.10,5.00,3.10,1.00
2.29,3.13,5.00,3.13,1.00
2.33,3.15,5.00,3.15,1.00
2.38,3.17,5.00,3.17,1.00
2.42,3.19,5.00,3.19,1.00
2.46,3.21,5.00,3.21,1.00
2.50,3.23,5.00,3.23,1.00
2.54,3.25,5.00,3.25,1.00
2.58,3.27,5.00,3.27,1.00
2.62,3.29,5.00,3.29,1.00
2.67,3.31,5.00,3.31,1.00
2.71,3.33,5.00,3.33,1.00
2.75,3.35,5.00,3.35,1.00
2.79,3.38,5.00,3.38,1.00
2.83,3.40,5.00,3.40,1.00
2.88,3.42,5.00,3.42,1.00
2.92,3.44,5.00,3.44,1.00
2.96,3.46,5.00,3.46,1.00
3.00,3.48,5.00,3.48,1.00
3.04,3.50,5.00,3.50,1.00
3.08,3.52,5.00,3.52,1.00
3.12,3.54,5.00,3.54,1.00
3.17,3.56,5.00,3.56,1.00
3.21,3.58,5.00,3.58,1.00
3.25,3.60,5.00,3.60,1.00
3.29,3.63,5.00,3.63,1.00
3.33,3.65,5.00,3.65,1.00
3.38,3.67,5.00,3.67,1.00
3.42,3.69,5.00,3.69,1.00
3.46,3.71,5.00,3.71,1.00
3.50,3.73,5.00,3.73,1.00
3.54,3.75,5.00,3.75,1.00
3.58,3.77,5.00,3.77,1.00
3.62,3.79,5.00,3.79,1.00
3.67,3.81,5.00,3.81,1.00
3.71,3.83,5.00,3.83,1.00
3.75,3.85,5.00,3.85,1.00
3.79,3.88,5.00,3.88,1.00
3.83,3.90,5.00,3.90,1.00
3.88,3.92,5.00,3.92,1.00
3.92,3.94,5.00,3.94,1.00
3.96,3.96,5.00,3.96,1.00
4.00,3.98,5.00,3.98,1.00
4.04,4.00,5.00,4.00,1.00
4.08,4.02,5.00,4.02,1.00
4.12,4.04,5.00,4.04,1.00
4.17,4.06,5.00,4.06,1.00
4.21,4.08,5.00,4.08,1.00
4.25,4.10,5.00,4.10,1.00
4.29,4.13,5.00,4.13,1.00
4.33,4.15,5.00,4.15,1.00
4.38,4.17,5.00,4.17,1.00
4.42,4.19,5.00,4.19,1.00
4.46,4.21,5.00,4.21,1.00
4.50,4.23,5.00,4.23,1.00
4.54,4.25,5.00,4.25,1.00
4.58,4.27,5.00,4.27,1.00
